note_num,call_length,call_DF,entropy,pk_amp,rms,pk_power,note.starts_a,note.starts_b,note.starts_c,note.starts_res,note.ends_a,note.ends_b,note.ends_c,note.ends_res,note.durs_a,note.durs_b,note.durs_c,note.durs_res,INI_a,INI_b,INI_c,INI_res,pk.amps_a,pk.amps_b,pk.amps_c,pk.amps_res,pk.times_a,pk.times_b,pk.times_c,pk.times_res,qpk.amps_a,qpk.amps_b,qpk.amps_c,qpk.amps_res,qpk.times_a,qpk.times_b,qpk.times_c,qpk.times_res,note.rmss_a,note.rmss_b,note.rmss_c,note.rmss_res,rel.pk.amps_a,rel.pk.amps_b,rel.pk.amps_c,rel.pk.amps_res,rel.qpk.amps_a,rel.qpk.amps_b,rel.qpk.amps_c,rel.qpk.amps_res,rel.note.rmss_a,rel.note.rmss_b,rel.note.rmss_c,rel.note.rmss_res,rel.pk.tm_a,rel.pk.tm_b,rel.pk.tm_c,rel.pk.tm_res,rel.qpk.tm_a,rel.qpk.tm_b,rel.qpk.tm_c,rel.qpk.tm_res,rel.INI_a,rel.INI_b,rel.INI_c,rel.INI_res,max.Hz_a,max.Hz_b,max.Hz_c,max.Hz_res,min.Hz_a,min.Hz_b,min.Hz_c,min.Hz_res,FMa_a,FMa_b,FMa_c,FMa_res,FMb_a,FMb_b,FMb_c,FMb_res,FMc_a,FMc_b,FMc_c,FMc_res,FM.resid_a,FM.resid_b,FM.resid_c,FM.resid_res,note.DF_a,note.DF_b,note.DF_c,note.DF_res,call_ID,ID,Timepoint,Treatment,FB_a,FB_b,FB_c,FB_res
64,5.71174912,14501.0650157928,-5.11350080855833,0.944463551044464,0.103387159058535,9.92495055537366e-6,0.632718546829515,47.1979392860043,1085.34705029371,30.6220778817137,0.635718435542951,47.9954251835047,1102.52013292308,29.061668434996,0.00299988871343713,0.79748589750035,17.1730826293706,2.90353118480343,0.0155966941149807,-0.724113068922969,45.9353904761905,3.56387909281462,-1.45539444787441e-5,0.0152571828658789,-0.00322234982012449,0.0699371733421372,-6.88979837366939e-8,5.782904630853e-4,0.00224516587412587,0.00446425943098228,1.8874059666919e-4,-0.00124157994487785,0.0840016554270942,0.102824093785009,-1.09131298808718e-6,2.4482164132641e-4,0.00308834416783217,0.00172846054207611,1.73410426769195e-5,0.0022809800562282,0.00874066401397991,0.0164452942962925,-1.56892087508279e-5,0.0164473024671719,-0.00347370563835551,0.075392544860273,2.0346309725336e-4,-0.00133842800929189,0.0905541112469969,0.110844773000463,7.64604086660546e-5,0.0100573345275516,0.0385394785638288,0.0725108602726436,-1.31708350224524e-7,1.26689327214417e-5,1.8684754609496e-4,7.34728979710169e-5,-3.3853157607498e-8,1.77600667285702e-6,1.9404523067136e-4,4.25636548049979e-5,7.4572080160357e-4,-0.0681972016183239,2.25558391327677,0.155017299872092,-14.1056578702767,1065.85472311574,22202.2716815655,3531.47065048161,1.64895107209502,-119.708623231804,11061.0048254053,1301.21846389019,-20523.2921071549,577018.737550435,37292538.6587215,17398489.620438,1372.99233315676,-76050.6015257541,-886856.681914196,459485.959410419,-13.3425317860551,1091.3411562593801,19907.4945662376,3522.59934095306,-0.391013197673706,-11.3637731946851,5120.40070410138,1052.53660822387,3.09987467090021,-222.0847195913,20596.6027883383,3307.35283241811,41-13-1_101_11_31_39_1.F32,41-13-1,presurgery,sham,-15.75460894237172,1185.563346347544,11141.2668561602,2230.25218659142
78,6.19651072,17172.09815979,-4.79942006950301,0.948793709278107,0.0831454992366708,3.29432148791687e-6,0.432650272791832,44.7129865673301,1008.5268751704,26.3381022082561,0.437709024513128,45.008008089765,1027.93535189873,25.6279531420979,0.00505875172129661,0.295021522434931,19.4084767283349,2.39947303858954,0.0028912697429154,-0.0593471634827571,35.766317684341,3.14619443163384,1.3058738110318e-4,0.00172702141666294,0.0302789043222518,0.0472951305584149,4.95009235933953e-6,-3.95094610918727e-5,0.00797716066212269,0.00345221740508515,2.26219922817517e-5,0.00532814762717156,-0.00615189888831064,0.0750068353772512,1.11712660424186e-6,7.53509561990309e-5,0.0028016782083739,0.00191291880269795,2.39613406465503e-5,5.9659648293821e-4,0.00887944160909633,0.00930738930953461,1.4815210249641e-4,0.00195931530116822,0.0343515835813026,0.053656585888151,2.56647747346355e-5,0.00604481280433239,-0.0069793631432767,0.0850956675052841,1.2180255699645e-4,0.00303267576672196,0.0451368188717902,0.0473122031686467,4.28825216731256e-8,-1.71861531720958e-6,3.6405952957276e-4,1.0146494827032e-4,-1.1562188890204e-8,1.72236766234584e-6,1.4347048147398e-4,5.27944829821429e-5,1.8722071305565e-4,-0.0291639010274511,1.83796088740732,0.15659479424977,1.99996954772234,-95.0977530346317,34611.9239012245,5624.77533531938,0.0628218653207598,-10.0663986108408,9408.08534854343,507.981419870007,14984.4330222947,-2248413.45301758,92613329.2836138,20340308.5787566,-250.647424308791,40652.1791670508,-2603351.22636583,663688.452875362,3.47755416953237,-172.523371390312,34494.4807681385,5447.29772336499,0.0640228653054334,-40.6313227857364,6533.44610189064,1125.51077061118,0.729318377740297,-83.3522897227091,21540.9561164655,6917.07904061236,41-13-1_101_11_31_39_2.F32,41-13-1,presurgery,sham,1.9371476824015803,-85.0313544237909,25203.83855268107,5116.793915449373
86,7.41330944,17035.3800058365,-5.30787056647802,1.34612035751343,0.127726820362729,1.32464180660887e-5,0.505269122741027,39.0616491883628,952.892049421885,71.2265611628398,0.513512907629189,39.2799713130502,973.295478603193,71.2660966321158,0.00824378488816244,0.218322124687333,20.4034291813078,3.93696935461499,0.00916928039423809,-0.628576158939724,41.6842487921129,4.60714825276983,1.2691184377669e-4,0.0055772973236342,-0.027559933872383,0.133429271158231,6.63602152270108e-6,-1.1774757234199e-4,0.00774343805788437,0.00340827333210493,5.2152800158242e-6,0.00844007645458851,-0.0365508209923204,0.0874055953414137,1.45621767260524e-6,8.20036181172477e-5,0.00249487984836334,0.00225416972167495,1.74388722201721e-5,0.00166034533471111,-0.00355685766030555,0.0240306691348879,9.42797150851574e-5,0.00414323822717952,-0.0204736030612389,0.0991213530153451,3.87430439389383e-6,0.00626992705925578,-0.0271527139369897,0.0649314861435352,6.47724935443211e-5,0.00616695312151658,-0.0132110916882408,0.0892561366213095,7.36543427465156e-8,-4.68904844374171e-6,3.8000842593395e-4,1.1620048775698e-4,-1.83137449350387e-8,2.39225223453987e-6,1.2547196359421e-4,5.1794710216266e-5,4.4725799233824e-4,-0.0554688539675567,2.21370365602497,0.442909835958529,-1.13723022764781,169.9426023001,33435.3890877524,5308.36928278383,0.0964586234701542,-9.41902391486204,9264.24691009132,419.116808103834,14551.7734226429,-1802242.07922572,63067572.5328355,22173959.6830878,-145.451860312664,24504.2315550917,-1925469.56795603,647351.503328548,-0.110199939721552,99.8982305918646,32553.0658200873,6566.14481696958,-0.548137366574977,-0.186919334668687,6484.54080900286,1281.10613257064,1.03831047788228,-269.494998820807,31425.5380209867,5085.42938563609,41-13-1_101_11_31_39_3.F32,41-13-1,presurgery,sham,-1.233688851117964,179.36162621496203,24171.14217766108,4889.252474679996
85,7.42177792,15510.2461576462,-5.04588990601197,1.17059123516083,0.12422683752104,1.38325835197161e-5,0.518436607344922,39.753366773138,1060.85439007953,60.4776329313738,0.531091759490166,39.6366194570766,1084.24100879023,62.1755063291243,0.0126551521452438,-0.116747316061332,23.3866187106939,2.79650664325453,0.00421713553853635,-0.194015429813938,37.6620401016221,3.16937116990561,9.01295819733889e-5,0.00554951348807398,0.0153644092406305,0.0487237938805264,1.00463210821087e-5,-2.9603396093035e-4,0.0106429666788056,0.00394632855961718,4.98854210154886e-5,0.00576288277504829,-0.00699584189368535,0.0854891057591773,2.50226176518085e-6,-1.48973590002258e-5,0.00363666574159159,0.00242982574322003,2.64352084725383e-5,8.5356377241241e-4,0.0105191850919745,0.0122222521677533,8.3167870912292e-5,0.00512086277664565,0.0141776448574417,0.0449603128194823,4.60322145579957e-5,0.00531775117806935,-0.00645547513699348,0.078885830340207,1.0266049958477e-4,0.00331479448684334,0.0408510036109104,0.0474648238502123,5.05468739140031e-8,-1.96457912156669e-6,3.8566254556232e-4,7.84640296475109e-5,-5.72925104895188e-9,9.8235543588125e-7,1.50248944488e-4,5.22718008060776e-5,1.4909329305625e-4,-0.0280461128360263,1.81533652802979,0.105563610259091,0.362650580351667,32.3825690523335,34088.8430371679,4533.01792973221,-0.190911109171374,8.59649433691142,9281.81939273743,736.928570120756,6094.65916539438,-1127947.68642475,58463944.2111102,23842580.0246567,91.1913219600526,1424.49089077107,-1515600.99574191,610416.826101143,-0.24199470716748,159.555390307724,29156.4899389823,5323.48881972954,0.301281570203038,-86.4647536515949,7851.86401448661,803.986540385174,0.895757231642491,-248.865635927333,28647.660500565,4476.37720242818,41-13-1_101_11_31_39_4.F32,41-13-1,presurgery,sham,0.553561689523041,23.78607471542208,24807.02364443047,3796.0893596114543
81,6.9624832,16596.9133377075,-5.2885882750003,1.14033174514771,0.112428196833656,1.00369244778747e-5,0.486946654383306,43.1215568706544,1027.00530709766,58.7839123678535,0.496129913422688,43.3054999993557,1042.53321797717,59.5808535215909,0.00918325903938222,0.183943128701273,15.5279108795073,2.98826742422302,0.0095170722207708,-0.677409354292275,50.7331988003612,7.95297195389173,1.1727757549966e-4,0.00436625949254278,0.0104945092700255,0.0804318358106678,6.00919823784177e-6,-2.03391688737734e-5,0.00415749527845801,0.00358329599076759,8.88255895216093e-5,0.00382393939701815,0.00819506350165135,0.0786334724294047,1.96682344898789e-6,6.40592044784398e-5,0.00188386711333138,0.0018059168679403,2.75419842022137e-5,8.9384854138854e-4,0.0077463900814064,0.0142171106106861,1.0918209153303e-4,0.00406486356441726,0.00977009003496553,0.0748797544819243,8.26941007631225e-5,0.00355997896002891,0.00762937134012353,0.0732055292562903,1.0913976084826e-4,0.00354202570611718,0.0306963781082301,0.0563377003127779,-4.38562961887208e-8,6.98466832123922e-6,1.5524519188339e-4,8.66409804667949e-5,-3.24977259076088e-8,3.86040481058105e-6,1.0481276297131e-4,5.24875395012213e-5,9.0970478625079e-4,-0.10632296029,3.70987970033865,0.808251772187515,1.25065812533123,-76.0341857614523,34392.1980358234,5083.13242347338,-0.547043040606715,42.7899545606067,9145.45862884975,699.653154034331,21817.2380352227,-3706776.4721612,160250270.442676,44330104.7396325,-230.515414106211,55764.5255794163,-3720278.17608515,796643.847557922,0.780712126665746,11.158096520372,33538.4077304785,5127.38549336371,1.04218517554998,-124.711201126059,6733.76273189073,1024.25653353679,0.995165152631115,-131.357797325255,23275.284691329,6480.15368011122,41-13-1_101_11_31_39_5.F32,41-13-1,presurgery,sham,1.7977011659379452,-118.82414032205901,25246.739406973647,4383.479269439049
96,9.44045056,22264.5699977875,-5.94002427425854,1.01002681255341,0.142539066483461,1.01925144996229e-5,0.631957158637829,33.6199976646206,1110.90473701662,85.5655157352676,0.64195251825864,33.7466767382995,1133.2575009636,86.1161097911453,0.00999535962081126,0.126679073678928,22.3527639469809,3.30740066290464,0.00512373977702638,-0.24818548304944,36.6520172761801,3.78706875421806,-3.35100592473005e-5,0.0138893725781429,-0.0335041132652021,0.0710305668279489,1.04635703883844e-5,-4.1258734533384e-4,0.00971261145381864,0.00843451396166927,-6.62410250987545e-5,0.0133408576536617,-0.0406651725503949,0.080837345517678,2.43122523194522e-6,3.375927198311e-5,0.00345808427519462,0.00206780881173494,-2.25794700181175e-6,0.00307989947404635,-0.0112473714341904,0.0198534053377946,-3.32232424128157e-5,0.0137704916819188,-0.03321734732313,0.0704226072245682,-6.56740597886772e-5,0.0132266715660366,-0.0403171141963763,0.0801454484554131,-8.79946385175279e-6,0.0120027015989115,-0.0438322238223403,0.0773708694065638,5.48223933490918e-8,-2.20377696845288e-6,2.6316280654441e-4,9.578697470246e-5,-1.97509976800504e-9,9.84408100205949e-7,1.5989359846481e-4,4.87333552472629e-5,1.6469689205491e-4,-0.0277893959104126,1.66872198018209,0.0946255871945873,-2.90727237733745,381.400350622814,28139.0656227065,4431.38855360829,-0.0401658750768534,1.84683204769678,9034.0451393633,285.98723075194,-12465.0936484034,1064561.04750678,1689825.50705411,19628672.1103192,646.453183503762,-59813.5855618614,-156221.721405868,479471.156650587,-6.27754364160815,764.765140076208,18408.220663562,4776.22715983778,-0.0664260532831331,-49.1144330126951,7481.50613833748,1063.3355896729,-2.31786708922692,179.044295702633,20935.2335828544,4537.17428823823,41-13-1_101_11_31_39_6.F32,41-13-1,presurgery,sham,-2.867106502260597,379.5535185751172,19105.0204833432,4145.40132285635
48,4.16151552,16397.9828357697,-5.44682059067063,0.570645213127136,0.0513848692424921,1.69230403741312e-6,0.501922292661746,62.2623180199739,1014.61598040816,16.0024527930857,0.508211834091638,62.7057870195775,1039.43079183674,16.5461836375105,0.00628954142989288,0.443468999603547,24.8148114285714,1.83105734597878,0.0143360451081452,-0.31517004537246,44.804100668693,2.72860773959899,6.09121209546007e-5,0.00724196314621324,0.070514217581676,0.04040180890856,5.30127674677641e-6,-7.82702806547224e-5,0.00971426481632653,0.00263005660418011,4.73681568362231e-5,0.00733837121750183,0.0460810696040946,0.0507276961365846,2.10665589306954e-6,1.052452711586e-4,0.00433556636734694,0.00132272302155021,-5.31485779629468e-6,0.00223799172510515,0.0149391386790835,0.00553037194350864,1.0674254257001e-4,0.012690833077399,0.123569279053894,0.0708002239905914,8.30080683173449e-5,0.0128597788059722,0.080752573655302,0.0888953328086233,-4.92482485574502e-5,0.0207375581759375,0.138428240811004,0.0512452341206465,1.22845058035039e-7,-7.4760665853113e-6,3.8569709902109e-4,6.01930872579517e-5,-9.08893546725131e-10,1.29916897206965e-6,1.756914123982e-4,3.62833801055551e-5,5.1832119248162e-4,-0.0397292190904146,1.81055411862134,0.116026962841071,-4.59138846869565,392.678447022586,29641.6574594926,1129.69131653153,-0.557055699552745,48.3774248087988,8655.47024473852,271.547733347392,-37901.9839540868,973727.340008412,51886831.4699978,10375386.0433641,1115.43125482302,-43877.4576678043,-1916896.1946444,257758.761455865,-4.40631599669324,500.833517222505,30182.3036663682,1932.75109331284,-1.18899398954032,52.0693642118032,4126.42435783821,968.713936225651,-8.33212596761735,414.672751116031,13747.9816164289,3080.25965044755,41-13-1_1061_03_54_41_1.F32,41-13-1,presurgery,sham,-4.034332769142905,344.3010222137872,20986.187214754078,858.1435831841379
78,7.68365568,17790.1238203049,-5.84915699710658,1.02224969863892,0.113714653228031,1.08073842659525e-5,0.615353912017363,45.8512321156259,2659.53428689387,69.7432348872509,0.624695994531783,46.2971344585595,2680.2643829406,70.8659182379976,0.00934208251442102,0.445902342933545,20.7300960467381,3.01143024349914,0.0176041703266753,-1.31852210808512,58.5608884037481,15.5026963859055,4.05795957031487e-5,0.00992801830146475,-0.00418050087690931,0.0794023110537428,3.03911624684443e-6,4.1410071000285e-4,0.0046967288023369,0.002832163035669,2.88182553777932e-5,0.00465970840711359,0.0134286777714418,0.0556704456720935,1.65242565562352e-6,1.1142946157107e-4,0.00365078185004868,0.00209614957907218,2.026483506585e-5,0.00140966931922584,0.00744861136651113,0.0170184231190281,3.96963635765105e-5,0.00971193076866005,-0.00408951050068833,0.0776740860471407,2.81910138160604e-5,0.00455828787557267,0.0131363968992327,0.0544587547897705,8.93468165910378e-5,0.00621517351163306,0.0328406183153741,0.0750335210794227,-6.64193730904003e-8,7.8010290844482e-6,2.7858203269807e-4,6.86888461084168e-5,-1.64918185354411e-8,1.56936060947663e-6,1.6803391843336e-4,4.06723022849387e-5,9.5930614095522e-4,-0.0999217341288068,2.95887786486101,0.850330921688976,-8.37206481657728,806.370466653936,23574.1883661406,3550.61867227322,0.476868577069842,-52.7631944816833,10335.8980975574,578.095714786267,1202.45806980495,-809273.413096292,52898618.9317828,22416642.0783928,512.064512781847,-23004.1116338086,-1462700.6966173,454864.625520007,-8.80161039751026,836.399492313121,22561.0222203316,3674.63743921884,-0.331988951020854,-0.333865957387903,4182.47215359275,963.310732073307,0.570454749384951,-53.3400758174423,18730.56519461,3249.26031613884,41-13-1_121_11_52_08_1.F32,41-13-1,presurgery,sham,-8.848933393647123,859.1336611356193,13238.2902685832,2972.522957486953
57,4.23919616,16701.9665241241,-5.30568886769189,0.747031211853027,0.0761415254296132,4.06124060556181e-6,0.379634159986864,52.1529406575362,1355.72602436495,14.7834218804049,0.383477541523966,52.6464217711059,1367.71742187825,16.08294894104,0.00384338153710093,0.493481113569741,11.9913975133041,2.10194806158631,0.00994081274240978,-0.455148145808612,47.7061170443349,1.93580472313708,1.1854440470246e-4,0.00544882019097406,0.0677772651574118,0.0223848620296104,-2.80204810416139e-7,3.9920362909292e-4,0.00147372842720477,0.00204127156593637,6.06577443780815e-5,0.00535756328000846,0.0530481363401945,0.0404710033966043,1.90139540978263e-6,4.35038741639177e-5,0.00196895176105079,0.00180636845735946,2.83634920241005e-5,0.00137894466918526,0.0213649449952778,0.00760867526665498,1.6374467239084e-4,0.00752642251928354,0.0936203282356806,0.0309200751292541,8.37861770539584e-5,0.00740036989767758,0.073275071293092,0.0559023532923282,1.5848125948653e-4,0.00770486538642796,0.119376816819136,0.0425135395267584,-2.34192165820597e-7,1.81489494401707e-5,1.1899327440591e-4,6.72027176582778e-5,6.62676345294491e-9,6.5064806658571e-7,1.4166665836685e-4,6.72128659158258e-5,0.00178288150199497,-0.147727054902938,4.10363462819238,0.344037016615031,0.83191477337333,62.6513811920741,27859.1768652647,863.144272587998,0.0419843414662681,-12.1919936932722,9780.29989126208,313.114014786302,141780.330852562,-11663986.0351951,252455693.323346,50626252.499795,-771.796747421425,76017.5747684711,-3208304.80495978,539742.576373678,-2.59750848742702,387.948704133528,22694.2038863947,2277.78531104995,3.16107015199196,-250.503506227916,8559.92619770691,941.839185645235,-0.978883779951179,90.5679156397728,14316.6128742526,2421.04141635049,41-13-1_121_11_52_08_2.F32,41-13-1,presurgery,sham,0.7899304319070619,74.8433748853463,18078.87697400262,550.030257801696
88,7.95188224,15249.8483657837,-4.86564920059058,1.10441482067108,0.135633100246444,1.08114088588075e-5,0.57700964411967,34.4453029178424,1245.66761293837,86.3129480127122,0.586806837126844,34.6284820492573,1265.01930710249,87.32741218958,0.00979719300717366,0.183179131414883,19.3516941641131,2.73389537633975,0.0127657419113329,-0.983436342830555,49.253785405234,11.545835742587,3.29598555043587e-6,0.0119057141780341,-0.0302684756869005,0.0909173552827435,8.79038992321783e-6,-5.07516912745852e-5,0.00372974959482466,0.00675514661701969,-6.08036298410771e-5,0.0131943454051,-0.0521284690515066,0.100437829948997,1.13449102087434e-6,1.319426484482e-4,0.00243266200885257,0.00220547560632706,2.58059318690262e-6,0.00286922936267008,-0.00856493861497486,0.0190855888831119,2.98437279973572e-6,0.0107801108380633,-0.0274067996194657,0.0823217450373392,-5.50550650924176e-5,0.0119469108510176,-0.0472000810527257,0.0909421243441548,1.03885469699735e-5,0.0115504931784702,-0.0344793854173514,0.0768317678152869,-2.77738059175639e-8,8.16941974407254e-6,9.84694563706614e-5,9.32614156959209e-5,-4.22478139958854e-8,4.32613030770584e-6,1.2440502228444e-4,4.15227445969147e-5,5.8916255940576e-4,-0.0717828567449018,2.61329190862372,0.68096477130957,-4.73307658183677,515.68385693981,27998.0043509317,4240.1687124019,0.193849739162518,-25.0644236487531,9758.01703635226,700.483252432062,-3915.4754276306,-175038.500954625,41947658.4209813,33209938.6061651,403.742847384567,-23161.556560046,-1383307.99970194,777153.832467668,-4.65516475641943,542.743291275757,25358.7878422175,6183.40132675389,-0.0149773249789476,-39.0525274336516,6190.42097190699,938.041348633869,2.3424177406453,-279.803218344551,27051.2504239938,5886.29660697845,41-13-1_121_11_52_08_3.F32,41-13-1,presurgery,sham,-4.926926320999288,540.748280588563,18239.98731457944,3539.685459969838
