note.starts,note.ends,note.durs,INI,pk.amps,pk.times,qpk.amps,qpk.times,note.rmss,rel.pk.amps,rel.qpk.amps,rel.note.rmss,rel.pk.tm,rel.qpk.tm,rel.INI,max.Hz,min.Hz,FMa,FMb,FMc,FM.resid,note.DF,arcL,chordL
3187.68128,3228.34432,40.6630400000004,27.0233599999997,0.415541797876358,0.00982016,0.415541797876358,0.00982016,0.102901213998269,0.351430101112527,0.351430101112527,0.371162642462818,0.000241500881390076,0.000241500881390076,0.664568118861734,41961.669921875,8773.8037109375,26181546.7241957,-1641892.8838953,39160.5066105643,4004.87692277175,26416.7785644531,28009.4391861903,23473.6182506479
3255.36768,3296.64512,41.2774400000003,26.8287999999998,0.533965408802032,0.01108992,0.326413512229919,0.00905216,0.116963522940732,0.451582773537801,0.276052936656898,0.421885112523287,0.000268667824361199,0.000219300421731579,0.649962788389967,41961.669921875,8773.8037109375,26455655.1775327,-1661085.30874745,39933.5820407153,4271.29155239258,26416.7785644531,28658.2344404416,23489.488171648
3323.47392,3365.16096,41.6870400000003,25.9481599999999,0.512994945049286,0.01089536,0.323033154010773,0.00984064,0.111087525561215,0.433847729230184,0.273194115626565,0.400690506262153,0.000261360845001227,0.000236059936133627,0.62245148612134,43487.548828125,8773.8037109375,26669914.623591,-1700463.27583352,40434.9622879436,3871.74058470869,31185.1501464844,29670.3780040595,24540.0548295005
3391.10912,3432.57088,41.4617600000001,28.9177599999998,0.494389802217484,0.01082368,0.291454404592514,0.00914432,0.113662232527288,0.418113073270162,0.246487480679657,0.409977423334979,0.000261052111632501,0.000220548283526796,0.697456162015306,43487.548828125,9155.2734375,24406425.1683057,-1589555.75476568,39697.8408895074,4356.18539477508,26416.7785644531,27813.5166639236,23949.2418161479
3461.48864,3504.40448,42.9158400000001,28.11904,0.470082104206085,0.01159168,0.287924408912659,0.009984,0.109376076922836,0.397555678530054,0.243502108943195,0.39451734489332,0.000270102600811262,0.000232641374373657,0.655213552851347,43487.548828125,8773.8037109375,23686869.1036506,-1662245.40253398,41837.5246938264,3837.38439564108,14114.3798828125,30613.8020719583,27710.908865133
3532.52352,3577.10848,44.5849599999997,27.9961600000001,0.474234938621521,0.01188864,0.252596169710159,0.01024,0.111628829149569,0.401067794581865,0.213624472713793,0.402642977592874,0.000266651355075794,0.000229673863114379,0.627928341754716,43487.548828125,8773.8037109375,26616500.3474165,-1759911.72640662,42708.800719665,3810.57940148899,26416.7785644531,32626.8176055658,25556.817918785
3605.10464,3650.72384,45.6192000000001,28.4057600000001,0.629903256893158,0.0121856,0.384181708097458,0.01050624,0.127870566547883,0.53271888987432,0.324908389991722,0.461226602962413,0.000267115600448933,0.00023030303030303,0.62267115600449,43487.548828125,9155.2734375,25851640.817998,-1762430.13644614,43071.6142691241,3771.19493718162,26416.7785644531,33476.1490377867,26600.5082422035
3679.1296,3723.7248,44.5951999999997,29.63456,0.494273781776428,0.0118784,0.296519547700882,0.01048576,0.115199656476558,0.418014952995524,0.25077115024989,0.415522881094166,0.000266360505166477,0.000235132032146959,0.66452353616533,43487.548828125,9155.2734375,23165845.3675425,-1566677.78761657,40285.0687427104,3776.61685388957,31566.6198730469,29180.5912192843,23795.6544576712
3753.35936,3800.24832,46.8889600000002,27.5865599999997,0.52601832151413,0.01178624,0.424480974674225,0.01152,0.119053067971851,0.444861799370074,0.358990100664899,0.429422060098155,0.00025136492683992,0.000245686831185847,0.588338065079703,43487.548828125,9155.2734375,17236545.2309209,-1341268.05508394,38973.3095200721,3823.65280541475,30994.4152832031,27190.7959328749,24994.834166836
3827.83488,3873.64864,45.81376,26.7264,0.543997883796692,0.01158144,0.361448436975479,0.0098304,0.126849647147282,0.460067392220688,0.305682512330691,0.457544166888576,0.000252793920429146,0.000214573088958426,0.583370585605722,43487.548828125,8773.8037109375,20729909.1239998,-1514372.6564927,40036.5488256113,3194.64025116806,30899.0478515625,29445.3071993928,25869.086626203
3900.37504,3947.264,46.8889600000002,29.2556799999998,0.584632456302643,0.01234944,0.489685863256454,0.01088512,0.137521137377009,0.494432676284554,0.414134879612749,0.49603602095697,0.000263376283031228,0.000232146756933827,0.623935357064853,43106.0791015625,9155.2734375,18073953.6110188,-1441712.57297603,40109.2174777831,2716.30314891704,31185.1501464844,29637.4148155373,27863.4683794041
3976.51968,4023.38816,46.8684800000001,32.8499200000001,0.565391063690186,0.01308672,0.490777879953384,0.01143808,0.143643673496604,0.478159934081726,0.415058414959085,0.518119887574529,0.000279222197946252,0.000244046318549268,0.700895783264148,43487.548828125,9155.2734375,18812934.4345547,-1512733.0233011,41901.211763457,2726.78576387976,31566.6198730469,31244.844704665,29573.9819159662
4056.23808,4106.35264,50.11456,35.0003200000001,0.507479608058929,0.01885184,0.432417422533035,0.00920576,0.131749228723412,0.429183323757386,0.365702076903511,0.475216860670298,0.000376174908050674,0.00018369431957499,0.698406211687783,43487.548828125,9155.2734375,16895168.4117521,-1463877.95588107,42078.8305114402,2175.74829977043,31089.7827148438,32488.8161196914,30929.9058419325
4141.35296,4190.69952,49.34656,36.9049599999998,0.492146134376526,0.0147456,0.382910072803497,0.012288,0.134939848676743,0.416215568806735,0.323832948430323,0.48672536369916,0.000298817181987965,0.000249014318323304,0.747873002697653,42343.1396484375,9155.2734375,14180986.3669888,-1291047.91472768,40004.9001099127,2355.09432769555,25224.6856689453,29592.1187316146,29176.8947907953
4227.60448,4278.23104,50.6265599999997,32.2355200000002,0.569017469882965,0.02909184,0.459711998701096,0.0125952,0.138000164791957,0.481226841674456,0.388785520522386,0.497763863362668,0.000574635922330101,0.000248786407766992,0.636731391585768,42343.1396484375,9155.2734375,14284048.4449229,-1297356.80366428,40002.0749662875,2385.09542424344,13923.6450195312,29846.5879676597,29070.0020154095
4310.46656,4362.76224,52.2956800000002,30.9964799999998,0.639955818653107,0.01452032,0.54510498046875,0.01291264,0.15626038517039,0.541220496244108,0.461003680934341,0.563628116895447,0.000277658116310945,0.000246915997650283,0.592715880164474,43487.548828125,9155.2734375,18067807.3094388,-1481314.92957182,42597.4749521927,3309.85219182131,31518.9361572266,32670.0132614862,28053.8428797598
