note.starts,note.ends,note.durs,INI,pk.amps,pk.times,qpk.amps,qpk.times,note.rmss,rel.pk.amps,rel.qpk.amps,rel.note.rmss,rel.pk.tm,rel.qpk.tm,rel.INI,max.Hz,min.Hz,FMa,FMb,FMc,FM.resid,note.DF,arcL,chordL
997.2736,1016.14592,18.8723200000001,30.5459199999999,0.175245806574821,0.00897024,0.0830247327685356,0.00372736,0.0444493352252052,0.0798440070029171,0.0378270240763564,0.100190134914367,0.000475311991318501,0.00019750406945198,1.61855670103092,35095.21484375,21743.7744140625,58937987.0053916,-1724919.31418497,35143.4595444623,804.04219074345,24223.3276367188,13679.7284092325,11561.6128276061
1046.69184,1070.26432,23.57248,27.31008,0.350306570529938,0.00683008,0.304234266281128,0.00561152,0.11686358642452,0.159603706457983,0.138612634232172,0.263414029279117,0.000289748045178105,0.000238053866203301,1.15855777584709,35095.21484375,20980.8349609375,41361249.9370155,-1522019.20370999,36125.8523506031,920.923686850585,25367.7368164062,15108.879518428,12894.90009665
1097.5744,1125.12,27.5455999999999,26.6137600000002,0.787941515445709,0.00555008,0.787941515445709,0.00555008,0.226981950526565,0.358995225659084,0.358995225659084,0.511624125111485,0.000201486988847584,0.000201486988847584,0.966171003717482,36239.6240234375,20980.8349609375,37723134.1088757,-1499459.41854127,37377.6251148329,1359.7163407133,26130.6762695312,17120.3534823455,12680.7011292421
1151.73376,1177.8048,26.0710399999998,28.4876800000002,0.611698985099792,0.00789504,0.445683509111404,0.0065024,0.198101094381322,0.278697099831217,0.20305853770819,0.44652580904053,0.00030282796543598,0.000249410840534173,1.09269442262374,33569.3359375,20980.8349609375,20780319.3148681,-1045970.71238757,35489.813073889,1418.31488777327,28324.1271972656,13179.1205940097,13145.1793910299
1206.29248,1232.2816,25.98912,25.53856,0.963034987449646,0.0055296,0.963034987449646,0.0055296,0.320644323338282,0.438769827277746,0.438769827277746,0.722741922956174,0.000212765957446809,0.000212765957446809,0.982663514578408,35858.154296875,20980.8349609375,39246093.0213243,-1544349.77127733,37319.8769309304,1047.01130353474,24890.8996582031,16757.2922415032,13628.1318691637
1257.82016,1283.76832,25.9481599999999,28.2112000000002,0.970047771930695,0.00896,0.821355223655701,0.00598016,0.320537490306263,0.441964932622396,0.374218895796794,0.722501118097405,0.000345303867403316,0.000230465666929756,1.08721389108131,35476.6845703125,19454.9560546875,37424811.2310986,-1502494.36507025,37108.8300432478,1227.09066716345,27179.7180175781,16371.7641188369,13788.5765319837
1311.97952,1336.86272,24.8832,24.7193599999998,0.911600887775421,0.0075776,0.745493352413177,0.00525312,0.285837706079067,0.415335859328138,0.339655353894544,0.644286763583262,0.000304526748971194,0.000211111111111111,0.993415637860076,35476.6845703125,19454.9560546875,42490623.2039938,-1608043.48453367,36906.7658159069,1031.59835163347,27084.3505859375,16723.7409965681,13704.1937041066
1361.58208,1386.9056,25.3235200000001,29.9724799999999,0.669555962085724,0.00659456,0.636983752250671,0.00546816,0.239571635742893,0.305057404627782,0.290217130837493,0.540001653233392,0.000260412454508692,0.000215932066316214,1.18358269308531,35095.21484375,19836.42578125,40460280.881475,-1564959.18231847,36937.4163739093,1030.5859711946,26988.9831542969,16581.5736634838,13683.879315186
1416.87808,1440.91136,24.0332800000001,33.2287999999999,0.567932903766632,0.00923648,0.410420089960098,0.00395264,0.166580693556053,0.2587567693163,0.186992117970714,0.37547788008415,0.000384320409032806,0.000164465274818917,1.3826161056668,34713.7451171875,19836.42578125,38022233.3216015,-1494962.03802221,36224.1357789004,941.057351874367,26416.7785644531,15422.2822769306,13967.2545076955
1474.14016,1499.05408,24.9139200000002,29.3375999999998,0.566756069660187,0.0097792,0.337441891431808,0.00539648,0.172577121741643,0.258220590149033,0.153742410555517,0.388994009085287,0.000392519523222356,0.000216605014385531,1.17755856966706,34332.275390625,19454.9560546875,33415461.7345598,-1367853.50712795,35882.4296431108,1083.92136366903,25463.1042480469,14658.8747599121,13337.5018107684
