note.starts,note.ends,note.durs,INI,pk.amps,pk.times,qpk.amps,qpk.times,note.rmss,rel.pk.amps,rel.qpk.amps,rel.note.rmss,rel.pk.tm,rel.qpk.tm,rel.INI,max.Hz,min.Hz,FMa,FMb,FMc,FM.resid,note.DF,arcL,chordL
1278.464,1287.44448,8.98048000000017,64.8806399999999,0.0730873197317123,0.00241664,0.0676868110895157,0.00223232,0.0239034898010576,0.442045827130479,0.409382537268047,0.679334425806247,0.000269099201824396,0.00024857468643101,7.22462941847191,17166.1376953125,15640.2587890625,55511151.231258,-453188.217111999,16874.5858328683,329.995840434307,16403.1982421875,2256.96695147572,407.07228316063
1352.32512,1360.96768,8.64256,64.3993600000001,0.0708248689770699,0.0013824,0.0708248689770699,0.0013824,0.0207043254119135,0.428362100338347,0.428362100338347,0.588414542498544,0.000159952606635071,0.000159952606635071,7.45142180094788,30136.1083984375,15258.7890625,29077269.6925637,-322220.980056696,16530.3548177083,473.506631290277,16403.1982421875,1172.43166783495,612.921125892992
1425.36704,1434.81856,9.45151999999985,67.71712,0.0950803235173225,0.00274432,0.0776718929409981,0.00226304,0.0296850405629516,0.575063641782608,0.469774186355829,0.843645432265528,0.000290357529794154,0.000239436619718314,7.16468039003262,17166.1376953125,16021.728515625,3543883.01947315,-95870.5456437143,16581.6566072042,201.057448927669,16403.1982421875,589.542949441444,589.542949432566
1502.53568,1511.17824,8.64256,68.27008,0.0787352547049522,0.00263168,0.0666440278291702,0.0021504,0.0248664095454123,0.476205597881269,0.403075588394709,0.706700493985953,0.000304502369668246,0.000248815165876777,7.89928909952606,16784.66796875,15640.2587890625,111022302.462513,-436557.456851,16784.66796875,Inf,16403.1982421875,5378.01630396796,4519.70845461704
1579.44832,1588.43904,8.99072000000001,66.7852800000001,0.0928768441081047,0.00191488,0.0928768441081047,0.00191488,0.0298920577513889,0.561736584755641,0.561736584755641,0.849528836906839,0.000212984054669704,0.000212984054669704,7.42824601366742,16784.66796875,14877.3193359375,26433881.5386942,-457345.907177244,16957.2376069568,435.406180230593,16403.1982421875,1981.2513875665,1975.13782909146
1655.22432,1668.75136,13.5270399999999,65.83296,0.0965188294649124,0.00595968,0.0696264654397964,0.0033792,0.0324614984281496,0.58376399573961,0.421113930822558,0.922552044870104,0.000440575321725967,0.000249810749432249,4.86676760030282,18310.546875,14877.3193359375,23961923.3056316,-524965.548003905,18464.9828432426,589.122957271036,16403.1982421875,3033.90353074006,2716.6578030479
1734.58432,1746.87232,12.288,68.6079999999999,0.0820984393358231,0.00564224,0.0668216347694397,0.00306176,0.0291433977638109,0.496546769748059,0.404149788503616,0.828252006326104,0.000459166666666666,0.000249166666666666,5.58333333333332,17929.0771484375,14877.3193359375,14489159.6669311,-367073.636518152,17939.4808682528,549.426308197918,16403.1982421875,2322.81099308028,2322.81099305224
1815.48032,1826.8672,11.38688,68.5568000000001,0.0875625312328339,0.003584,0.056219682097435,0.00188416,0.0309543144642289,0.529594623069229,0.34002718891592,0.879718050284545,0.000314748201438848,0.00016546762589928,6.02068345323741,17166.1376953125,14877.3193359375,16821560.979169,-351009.833993333,17376.5240293561,534.007183596396,16403.1982421875,1846.39628832593,1815.80583258066
1895.424,1906.70848,11.28448,69.1814400000001,0.0912400931119919,0.00439296,0.0599806644022465,0.002816,0.0292226626246296,0.551837207537552,0.362774315775357,0.830504704537079,0.000389292196007258,0.000249546279491832,6.13067150635208,17929.0771484375,14877.3193359375,18023101.0491095,-455771.024576769,17963.7562144886,493.237047191768,16403.1982421875,2848.08653599382,2848.08653598524
1975.88992,1989.85728,13.9673599999999,70.7788800000001,0.0854955241084099,0.00646144,0.0406215041875839,0.002816,0.0289378683978453,0.517092976034496,0.245686481373231,0.822410885427999,0.000462609970674491,0.000201612903225808,5.06744868035196,18310.546875,14877.3193359375,19150700.1916693,-462676.279055765,18318.5497363964,438.83047055699,16403.1982421875,2862.76377199805,2726.31072084631
